pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2025-09-27,85.7,-1.42,5.58,"Schwarber, Kyle",656941,690953,,ball,,,,,14,Ball,R,L,R,PHI,MIN,B,,,1,2,2025,0.8,-0.9,1.1159136442903600,0.1251217197207120,,,,1,1,Bot,,,,,,,4.392898554118440,-124.69967103835700,-4.775948634449940,7.35971984918728,27.591208118129300,-40.65244960798960,3.29,1.51,,,,86,2748,6.7,776163,680777,665019,680837,668904,686797,668885,681546,676812,53.76,,,,,,,,8,4,Curveball,0,1,0,1,1,0,0,1,Infield shade,Standard,47,0.002,0.048,,,,-0.048,,-1,-1,0.42,0.42,23,32,24,32,1,0,7,1,,1,4.03,-0.8,0.8,33.6,,,,,
CH,2025-09-27,90.2,-1.55,5.69,"Schwarber, Kyle",656941,690953,,foul,,,,,4,Foul,R,L,R,PHI,MIN,S,,,1,1,2025,-0.61,-0.06,-0.36465920143885400,2.2272196931292200,,,,1,1,Bot,,,,,,,4.300534078482890,-131.3405526614210,-2.5689254190359000,-8.001647540315920,26.02747666668520,-32.594205346327400,3.29,1.51,3,84.5,-41,91.1,1746,6.7,776163,680777,665019,680837,668904,686797,668885,681546,676812,53.82,,,,,,,,8,3,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,230,-0.003,-0.064,79.4,7.7,,0.064,88.0,-1,-1,0.423,0.423,23,32,24,32,1,0,7,1,,1,2.85,0.61,-0.61,29.0,17.857256432895200,-6.33863443687524,30.627659849120800,37.26329942477580,35.01064314102810
CH,2025-09-27,89.5,-1.59,5.76,"Schwarber, Kyle",656941,690953,,ball,,,,,11,Ball,R,L,R,PHI,MIN,B,,,0,1,2025,-0.69,0.09,-1.4404423446169200,2.873451736854770,,,,1,1,Bot,,,,,,,1.8238249913850900,-130.40424350003800,-1.3500849950488600,-8.236858597649020,25.609570029599800,-31.106679129664600,3.39,1.51,,,,90.3,1702,6.6,776163,680777,665019,680837,668904,686797,668885,681546,676812,53.93,,,,,,,,8,2,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,229,0.002,0.029,,,,-0.029,,-1,-1,0.421,0.421,23,32,24,32,1,0,7,1,,1,2.74,0.69,-0.69,32.6,,,,,
SL,2025-09-27,88.4,-1.52,5.67,"Schwarber, Kyle",656941,690953,,called_strike,,,,,13,Called Strike,R,L,R,PHI,MIN,S,,,0,0,2025,0.19,0.14,-1.0154913012781500,1.9044021164258900,,,,1,1,Bot,,,,,,,0.8305472205177020,-128.77233880360000,-3.4509949126289300,1.9579494095393700,24.90376310243330,-30.17404107825220,3.42,1.58,,,,89.4,2312,6.7,776163,680777,665019,680837,668904,686797,668885,681546,676812,53.8,,,,,,,,8,1,Slider,0,1,0,1,1,0,0,1,Infield shade,Standard,189,-0.003,-0.039,,,,0.039,,-1,-1,0.424,0.424,23,32,24,32,1,0,7,1,,1,2.76,-0.19,0.19,28.4,,,,,
CU,2025-09-26,80.9,-2.48,5.02,"Schwarber, Kyle",656941,657746,strikeout,swinging_strike,,,,,14,Kyle Schwarber strikes out swinging.,R,L,R,PHI,MIN,S,2,,2,2,2025,0.73,-0.94,1.1089587057973700,2.197995384165780,,,664056,1,5,Bot,,,,,,,6.63877480232545,-117.65037705951800,2.181675921030610,5.480801684151870,22.93453962801960,-41.52085996284770,3.32,1.52,,,,81.3,2906,6.6,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.86,,0,0,1,0,0,,35,6,Curveball,2,0,2,0,0,2,2,0,Infield shade,Standard,61,-0.017,-0.222,66.6,8.2,,0.222,,2,2,0.811,0.811,29,32,29,32,3,2,6,1,,1,4.43,-0.73,0.73,32.9,21.309479895657500,-52.48432631912760,26.65143301132070,22.90075471421230,54.98557264959610
SI,2025-09-26,95.6,-2.36,4.57,"Schwarber, Kyle",656941,657746,,foul,,,,,6,Foul,R,L,R,PHI,MIN,S,,,2,2,2025,-1.72,0.35,0.4262032500839450,2.2246461383761200,,,664056,1,5,Bot,,,,,,,11.360427143134600,-138.72736559259900,-1.3022679926771400,-24.846611421897200,33.03717902397530,-27.533186286056800,3.32,1.52,4,106.8,-28,96.4,2219,7,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.48,,,,,,,,35,5,Sinker,2,0,2,0,0,2,2,0,Infield shade,Standard,225,0,0,74.7,7.6,,0,106.8,2,2,0.811,0.811,29,32,29,32,3,2,6,1,,1,2.17,1.72,-1.72,20.4,17.11270550054010,-8.782636359876630,33.42883585381840,28.39968760795930,30.856455422795000
SL,2025-09-26,89.3,-2.59,4.75,"Schwarber, Kyle",656941,657746,,ball,,,,,14,Ball,R,L,R,PHI,MIN,B,,,1,2,2025,-0.17,0.72,1.6904680530472000,2.1202151249702200,,,664056,1,5,Bot,,,,,,,10.98345401190750,-129.77055114928200,-1.9992225802831300,-4.070292916487610,25.09518975022000,-23.827210997872500,3.22,1.45,,,,90.2,2432,6.8,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.74,,,,,,,,35,4,Slider,2,0,2,0,0,2,2,0,Infield shade,Standard,232,0.003,0.044,,,,-0.044,,2,2,0.808,0.808,29,32,29,32,3,2,6,1,,1,2.13,0.17,-0.17,26.1,,,,,
SL,2025-09-26,90.6,-2.64,4.71,"Schwarber, Kyle",656941,657746,,swinging_strike,,,,,14,Swinging Strike,R,L,R,PHI,MIN,S,,,1,1,2025,0.11,0.84,1.30759715690031,2.3661779119677900,,,664056,1,5,Bot,,,,,,,9.678458463474600,-131.63645393030100,-1.7170524791535400,-0.7997108339124090,28.04938049087170,-22.198621720467600,3.32,1.52,,,,91.1,2443,6.7,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.82,,,,,,,,35,3,Slider,2,0,2,0,0,2,2,0,Infield shade,Standard,223,-0.004,-0.056,83.0,8.3,,0.056,,2,2,0.812,0.812,29,32,29,32,3,2,6,1,,1,1.94,-0.11,0.11,22.3,24.221932580918200,-39.157533746159100,32.85941734134130,19.053408859315800,40.96205636440440
FS,2025-09-26,89.6,-2.63,4.76,"Schwarber, Kyle",656941,657746,,called_strike,,,,,6,Called Strike,R,L,R,PHI,MIN,S,,,1,0,2025,-1.61,0.07,0.46060770024718,2.2966794028852500,,,664056,1,5,Bot,,,,,,,11.117135958122400,-130.04395507020600,-0.1728375385243380,-20.591907987532700,28.053754085768400,-31.576020533090300,3.14,1.42,,,,90.1,2238,6.8,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.71,,,,,,,,35,2,Split-Finger,2,0,2,0,0,2,2,0,Infield shade,Standard,247,-0.003,-0.056,,,,0.056,,2,2,0.815,0.815,29,32,29,32,3,2,6,1,,1,2.79,1.61,-1.61,23.5,,,,,
FS,2025-09-26,88.9,-2.65,5.01,"Schwarber, Kyle",656941,657746,,ball,,,,,14,Ball,R,L,R,PHI,MIN,B,,,0,0,2025,-1.46,0.27,0.6540074538115470,1.0756411192528500,,,664056,1,5,Bot,,,,,,,11.197765870086800,-128.89298819189000,-4.109347970200820,-18.665544783614900,27.646649807983800,-28.479181406425800,3.27,1.61,,,,89.1,2022,6.7,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.83,,,,,,,,35,1,Split-Finger,2,0,2,0,0,2,2,0,Infield shade,Standard,249,0.002,0.035,,,,-0.035,,2,2,0.813,0.813,29,32,29,32,3,2,6,1,,1,2.65,1.46,-1.46,27.7,,,,,
FF,2025-09-26,96.1,-2.59,4.73,"Schwarber, Kyle",656941,657746,strikeout,called_strike,,,,,9,Kyle Schwarber called out on strikes.,R,L,R,PHI,MIN,S,2,,0,2,2025,-1.23,1.2,0.5152415431553150,1.5098490608180300,,,624641,1,3,Bot,,,,,,,11.10463094911660,-139.43782046159500,-5.635265209498750,-18.62150381170950,33.47564261971560,-15.381085590436200,3.27,1.49,,,,96.5,2359,6.9,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.65,,0,0,1,0,0,,20,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,228,-0.018,-0.168,,,,0.168,,1,1,0.662,0.662,29,32,29,32,2,1,6,1,,1,1.3,1.23,-1.23,26.3,,,,,
FS,2025-09-26,90.4,-2.6,4.84,"Schwarber, Kyle",656941,657746,,foul,,,,,6,Foul,R,L,R,PHI,MIN,S,,,0,1,2025,-1.42,0.31,0.42991005609903100,2.2011547446141600,,,624641,1,3,Bot,,,,,,,10.652689218709800,-131.23382620116300,-1.2667129161605000,-18.65785504154500,28.21491817727630,-28.546741034390500,3.32,1.52,0,,-87,91,2177,6.8,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.7,,,,,,,,20,2,Split-Finger,1,0,1,0,0,1,1,0,Infield shade,Standard,239,-0.005,-0.047,35.0,5.2,,0.047,,1,1,0.667,0.667,29,32,29,32,2,1,6,1,,1,2.5,1.42,-1.42,29.7,-9.678610019670760,47.69254080869340,31.945567420344000,28.24775067923420,6.54389762025582
SL,2025-09-26,90.7,-2.7,4.75,"Schwarber, Kyle",656941,657746,,called_strike,,,,,8,Called Strike,R,L,R,PHI,MIN,S,,,0,0,2025,-0.21,0.74,-0.2567362498586870,1.9499587648665400,,,624641,1,3,Bot,,,,,,,6.620347899904600,-132.02202955094400,-2.7117941983902500,-3.759457956627130,26.735164351702200,-23.166177948014700,3.25,1.45,,,,91.7,2349,6.8,776176,543877,666397,665019,668904,686797,681546,621439,663616,53.71,,,,,,,,20,1,Slider,1,0,1,0,0,1,1,0,Infield shade,Standard,239,-0.004,-0.04,,,,0.04,,1,1,0.671,0.671,29,32,29,32,2,1,6,1,,1,2.02,0.21,-0.21,31.5,,,,,
CU,2025-09-26,81.3,1.47,6.28,"Schwarber, Kyle",656941,650893,strikeout,swinging_strike,,,,,5,Kyle Schwarber strikes out swinging.,R,L,L,PHI,MIN,S,2,,3,2,2025,-0.8,-0.6,-0.07585595573636260,2.176523926588810,,,,1,7,Bot,,,,,,,-1.9206550963272100,-118.38275303410200,-1.4097332304728700,-7.072165320638210,24.240528626971200,-37.681463161240500,3.32,1.52,,,,80.1,2347,5.6,776176,543877,666397,665019,668904,686797,681546,621439,663616,54.94,,0,0,1,0,0,,52,6,Curveball,3,1,3,1,1,3,3,1,Infield shade,Standard,323,-0.01,-0.332,79.2,8.5,,0.332,,2,2,0.878,0.878,28,32,29,32,1,3,2,1,2,1,4.06,-0.8,-0.8,54.2,22.377467617102600,-34.736366503573200,25.389993942256600,36.209259818490300,48.3857419453559
SL,2025-09-26,91.1,-2.58,4.94,"Schwarber, Kyle",656941,657746,field_error,hit_into_play,,,,,5,"Kyle Schwarber reaches on a missed catch error by first baseman Edouard Julien, assist to shortstop Brooks Lee.",R,L,R,PHI,MIN,X,6,ground_ball,0,0,2025,-0.53,0.7,-0.19380746582456200,2.1494224105649300,,,,1,1,Bot,135.94,146.45,,,,,7.1521216109944400,-132.51044985041600,-2.6388098691197200,-7.687597965729420,27.18627227801040,-23.57675097266130,3.32,1.52,14,78.1,-7,91.5,2197,6.5,776176,543877,666397,665019,668904,686797,681546,621439,663616,54.04,0.071,0.062,0.9,1,0,0,2,5,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,251,0.025,0.463,56.5,6.9,0.071,-0.463,88.0,0,0,0.526,0.526,29,32,29,32,1,0,6,1,,1,2.04,0.53,-0.53,22.8,10.64472767602300,12.788508196491800,32.09300011424480,35.46456218285050,24.906771286688100
SI,2025-09-26,94.5,1.55,6.21,"Schwarber, Kyle",656941,650893,,swinging_strike,,,,,11,Swinging Strike,R,L,L,PHI,MIN,S,,,3,1,2025,0.99,1.05,-0.08086720708844260,3.894470134298790,,,,1,7,Bot,,,,,,,-6.398612710669550,-137.34704069429800,-2.583141262002170,13.972365176055500,33.86660507862710,-18.585666357465000,3.32,1.52,,,,93.3,2363,5.9,776176,543877,666397,665019,668904,686797,681546,621439,663616,54.62,,,,,,,,52,5,Sinker,3,1,3,1,1,3,3,1,Infield shade,Standard,153,-0.002,-0.087,36.6,6.2,,0.087,,2,2,0.88,0.88,28,32,29,32,1,3,2,1,2,1,1.53,0.99,0.99,51.4,24.973824783834900,31.37903878592890,30.093914800111200,37.48489894933170,13.352038164819700
SI,2025-09-26,95,1.48,6.25,"Schwarber, Kyle",656941,650893,,called_strike,,,,,1,Called Strike,R,L,L,PHI,MIN,S,,,3,0,2025,0.92,1.1,-0.5412664276483620,2.9784162362353500,,,,1,7,Bot,,,,,,,-7.294437465898530,-138.07357001046300,-5.299409810161850,13.395064887453900,32.97826847398560,-17.09703742853130,3.27,1.57,,,,94,2373,6,776176,543877,666397,665019,668904,686797,681546,621439,663616,54.54,,,,,,,,52,4,Sinker,3,1,3,1,1,3,3,1,Infield shade,Standard,152,-0.003,-0.088,,,,0.088,,2,2,0.883,0.883,28,32,29,32,1,3,2,1,2,1,1.45,0.92,0.92,46.7,,,,,
CU,2025-09-26,80.2,1.74,6.25,"Schwarber, Kyle",656941,650893,,ball,,,,,13,Ball,R,L,L,PHI,MIN,B,,,2,0,2025,-0.82,-0.53,-0.43445326796415300,0.9652102736278920,,,,1,7,Bot,,,,,,,-3.2136826744650200,-116.69441941030200,-3.9228326141281100,-6.848095152869940,22.852216044810500,-36.438622846714000,3.21,1.53,,,,79,2372,5.6,776176,543877,666397,665019,668904,686797,681546,621439,663616,54.93,,,,,,,,52,3,Curveball,3,1,3,1,1,3,3,1,Infield shade,Standard,325,0.004,0.143,,,,-0.143,,2,2,0.879,0.879,28,32,29,32,1,3,2,1,2,1,4.08,-0.82,-0.82,51.9,,,,,
CU,2025-09-26,79.4,1.8,6.26,"Schwarber, Kyle",656941,650893,,ball,,,,,13,Ball,R,L,L,PHI,MIN,B,,,1,0,2025,-0.64,-0.85,-0.9978065472537280,1.185915529593880,,,,1,7,Bot,,,,,,,-4.863216286325050,-115.5496712538300,-2.6565143258938300,-4.674647129176740,24.039390831266900,-39.39418286393320,3.25,1.52,,,,77.9,2432,5.5,776176,543877,666397,665019,668904,686797,681546,621439,663616,55,,,,,,,,52,2,Curveball,3,1,3,1,1,3,3,1,Infield shade,Standard,326,0.002,0.071,,,,-0.071,,2,2,0.877,0.877,28,32,29,32,1,3,2,1,2,1,4.5,-0.64,-0.64,49.5,,,,,
CU,2025-09-26,78.8,1.74,6.35,"Schwarber, Kyle",656941,650893,,ball,,,,,12,Ball,R,L,L,PHI,MIN,B,,,0,0,2025,-0.68,-0.57,0.9404555627160360,2.9859823313022200,,,,1,7,Bot,,,,,,,-0.45666543974715700,-114.6892130889780,0.5750502169739830,-5.906539208197530,22.756966681754500,-37.49951815847570,3.28,1.58,,,,77.4,2321,5.5,776176,543877,666397,665019,668904,686797,681546,621439,663616,55.05,,,,,,,,52,1,Curveball,3,1,3,1,1,3,3,1,Infield shade,Standard,315,0.001,0.039,,,,-0.039,,2,2,0.876,0.876,28,32,29,32,1,3,2,1,2,1,4.26,-0.68,-0.68,50.1,,,,,
FF,2025-09-25,93.9,-0.34,5.96,"Schwarber, Kyle",656941,676083,field_out,hit_into_play,,,,,5,Kyle Schwarber flies out to center fielder Jakob Marsee.,R,L,R,PHI,MIA,X,8,fly_ball,0,0,2025,-0.31,1.37,0.18871931030130900,2.16422791671137,,,,2,3,Bot,111.27,57.31,,,,,2.071825957283110,-136.57065425396200,-7.154190564241860,-4.3964286824622500,30.53141224593780,-13.694992504403500,3.3,1.51,352,92.6,29,94.4,2279,6.6,776188,689414,688363,669364,681393,672640,687859,805300,665052,53.88,0.122,0.177,0,1,0,0,3,24,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,201,-0.01,-0.26,79.7,7.2,0.3,0.26,92.6,1,1,0.633,0.633,29,32,29,32,2,1,6,1,,1,1.22,0.31,-0.31,52.6,7.810488129127810,1.8125003598124100,35.2966614430463,30.98546796948630,28.918467753807800
SL,2025-09-25,88.5,-0.4,6.03,"Schwarber, Kyle",656941,676083,strikeout,swinging_strike,,,,,3,Kyle Schwarber strikes out swinging.,R,L,R,PHI,MIA,S,2,,2,2,2025,0.55,0.26,0.49838081207635600,3.418497237573090,,,664056,0,1,Bot,,,,,,,1.0644681676988700,-128.97700119083000,-0.8889722140090410,5.92503756647957,26.090609773314000,-29.262510064836300,3.3,1.51,,,,89.2,2409,6.6,776188,689414,688363,669364,681393,672640,687859,805300,665052,53.92,,0,0,1,0,0,,6,5,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,158,-0.029,-0.201,79.8,7.0,,0.201,,0,0,0.58,0.58,29,32,29,32,1,0,6,1,,1,2.63,-0.55,0.55,52.9,16.582785000523800,-2.9561444380609600,30.682591401214800,28.144099721221200,29.451458660034200
CH,2025-09-25,89.1,-0.9,5.83,"Schwarber, Kyle",656941,676083,,ball,,,,,13,Ball,R,L,R,PHI,MIA,B,,,1,2,2025,-1.06,0.58,-1.0491985169047900,1.6289637956069800,,,664056,0,1,Bot,,,,,,,1.8753527900066100,-129.74812783907200,-5.536971085173040,-12.343319759516800,27.549657466226700,-24.714925987324100,3.23,1.45,,,,89.6,1334,6.6,776188,689414,688363,669364,681393,672640,687859,805300,665052,53.9,,,,,,,,6,4,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,227,0.005,0.036,,,,-0.036,,0,0,0.575,0.575,29,32,29,32,1,0,6,1,,1,2.29,1.06,-1.06,42.8,,,,,
SL,2025-09-25,88.9,-0.56,5.75,"Schwarber, Kyle",656941,676083,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,PHI,MIA,B,,,0,2,2025,0.38,0.33,1.2130489898988900,0.3414850312501670,,,664056,0,1,Bot,,,,,,,3.5769087401181400,-129.25545581206200,-7.975705369526480,3.5306496538122000,25.697139667903400,-27.05989373587760,3.3,1.57,,,,89.7,2444,6.7,776188,689414,688363,669364,681393,672640,687859,805300,665052,53.79,,,,,,,,6,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,167,0.003,0.017,,,,-0.017,,0,0,0.572,0.572,29,32,29,32,1,0,6,1,,1,2.55,-0.38,0.38,46.1,,,,,
ST,2025-09-25,81,1.66,5.71,"Schwarber, Kyle",656941,806188,walk,blocked_ball,,,,,13,Kyle Schwarber walks.,R,L,L,PHI,MIA,B,,,3,2,2025,-1.72,-0.58,-0.9010853476823800,0.8483400843668300,681082,,,2,5,Bot,,,,,,,-2.4192731271026600,-117.83209384145500,-3.0041353219460100,-15.287014468303200,25.94889680280030,-37.08214950928810,3.18,1.44,,,,79.9,3311,5.9,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.62,,0.691497,0.7,1,0,0,,40,7,Sweeper,1,0,1,0,0,1,1,0,Strategic,Standard,312,0.008,0.155,,,,-0.155,,1,1,0.7,0.7,27,32,27,32,1,2,2,1,1,1,4.1,-1.72,-1.72,25.5,,,,,
FF,2025-09-25,94.2,-0.56,5.92,"Schwarber, Kyle",656941,676083,,foul,,,,,12,Foul,R,L,R,PHI,MIA,S,,,0,1,2025,-0.78,1.1,0.9405862391866770,2.849610752039850,,,664056,0,1,Bot,,,,,,,5.639192462112840,-136.93530054206600,-4.676669363861040,-11.061224600051000,32.74249165335300,-17.461169181993800,3.3,1.51,111,66.1,22,94.2,2280,6.6,776188,689414,688363,669364,681393,672640,687859,805300,665052,53.94,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,208,-0.006,-0.053,72.1,5.7,,0.053,88.0,0,0,0.578,0.578,29,32,29,32,1,0,6,1,,1,1.49,0.78,-0.78,44.6,-8.63756199139065,18.264270781324800,35.062264300516600,22.77672779553710,22.466261266931900
CU,2025-09-25,81.1,1.33,6.02,"Schwarber, Kyle",656941,806188,,blocked_ball,,,,,13,Ball In Dirt,R,L,L,PHI,MIA,B,,,2,2,2025,-1.19,-1.26,-1.9711642753252800,0.08877102258906880,681082,,,2,5,Bot,,,,,,,-5.061379242853880,-117.94339791561700,-4.064831708936290,-9.777588297401230,27.067650429933100,-43.08861691979780,3.27,1.5,,,,80,3082,6,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.48,,,,,,,,40,6,Curveball,1,0,1,0,0,1,1,0,Strategic,Standard,325,0.005,0.063,,,,-0.063,,1,1,0.695,0.695,27,32,27,32,1,2,2,1,1,1,4.79,-1.19,-1.19,36.5,,,,,
SL,2025-09-25,87.1,-0.49,6.04,"Schwarber, Kyle",656941,676083,,called_strike,,,,,2,Called Strike,R,L,R,PHI,MIA,S,,,0,0,2025,0.26,0.42,-0.26546416023794200,2.925450625750560,,,664056,0,1,Bot,,,,,,,-0.009486467522752900,-126.79021964690000,-2.15360867821238,2.842882963003190,27.23307169132520,-27.447894634053700,3.38,1.55,,,,87.5,2339,6.6,776188,689414,688363,669364,681393,672640,687859,805300,665052,53.88,,,,,,,,6,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,158,-0.005,-0.043,,,,0.043,,0,0,0.583,0.583,29,32,29,32,1,0,6,1,,1,2.6,-0.26,0.26,58.0,,,,,
CU,2025-09-25,80.4,1.31,6.07,"Schwarber, Kyle",656941,806188,,foul,,,,,13,Foul,R,L,L,PHI,MIA,S,,,2,2,2025,-1.41,-1.26,-1.2527039375906400,1.9364547361024900,681082,,,2,5,Bot,,,,,,,-2.9702367208137300,-116.93281272949600,0.057057768239933800,-12.060993474980700,27.126754178860400,-43.812903730321800,3.3,1.51,,,,79,3008,5.9,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.6,,,,,,,,40,5,Curveball,1,0,1,0,0,1,1,0,Strategic,Standard,324,0,0,65.0,8.1,,0,,1,1,0.695,0.695,27,32,27,32,1,2,2,1,1,1,4.86,-1.41,-1.41,37.9,21.863028376221200,-11.438255961260900,27.94159735586650,49.45719608517150,38.885656527796
CU,2025-09-25,82.6,1.16,5.32,"Schwarber, Kyle",656941,681006,strikeout,foul_tip,,,,,11,Kyle Schwarber strikes out on a foul tip.,R,L,L,PHI,MIA,S,2,,2,2,2025,-0.71,-0.92,-1.0159994830362600,2.632219015764530,681082,,,2,7,Bot,,,,,,,-3.569640785267410,-120.26661941561400,2.130728892222470,-6.287724614214100,22.25635307496210,-41.71937035288400,3.3,1.51,,,,82.6,2510,6.2,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.32,,0,0,1,0,0,,58,5,Curveball,1,0,1,0,0,1,1,0,Strategic,Standard,305,-0.033,-0.191,73.2,7.8,,0.191,,1,1,0.778,0.778,27,32,28,32,1,3,2,1,2,1,4.24,-0.71,-0.71,24.9,21.459046810280000,-4.685182511890360,25.954087588347100,46.83969097098490,35.941355281695
ST,2025-09-25,81.7,1.51,5.06,"Schwarber, Kyle",656941,681006,,ball,,,,,12,Ball,R,L,L,PHI,MIA,B,,,1,2,2025,-1.15,0.63,2.6544357253613600,5.012351211869150,,681082,,2,7,Bot,,,,,,,4.756016241602060,-118.75820232449100,5.240443551513000,-11.781632987123200,23.310927399232800,-27.46405232336830,3.32,1.52,,,,81,2548,5.9,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.59,,,,,,,,58,4,Sweeper,1,0,1,0,0,1,1,0,Strategic,Standard,276,0.009,0.012,,,,-0.012,,1,1,0.769,0.769,27,32,28,32,1,3,2,1,2,1,2.8,-1.15,-1.15,14.9,,,,,
CU,2025-09-25,79,1.55,5.98,"Schwarber, Kyle",656941,806188,,swinging_strike,,,,,8,Swinging Strike,R,L,L,PHI,MIA,S,,,2,1,2025,-1.26,-1.37,-0.24371840257745100,1.945712774564120,681082,,,2,5,Bot,,,,,,,-1.5423217534266400,-115.02445243229600,0.6476506974231820,-10.743697840132900,24.59763111575640,-44.5692857486629,3.3,1.51,,,,78,2974,5.9,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.63,,,,,,,,40,4,Curveball,1,0,1,0,0,1,1,0,Strategic,Standard,322,-0.005,-0.083,74.7,8.4,,0.083,,1,1,0.7,0.7,27,32,27,32,1,2,2,1,1,1,5.06,-1.26,-1.26,33.6,23.73268912521010,-33.56066235604930,27.969832080762600,38.04958442414510,49.14313503299940
ST,2025-09-25,82.9,1.6,4.95,"Schwarber, Kyle",656941,681006,,called_strike,,,,,4,Called Strike,R,L,L,PHI,MIA,S,,,1,1,2025,-1.44,0.08,-0.31645577946847900,2.512361925963980,,681082,,2,7,Bot,,,,,,,-1.5570697485593300,-120.65520304730700,0.7832492340480710,-13.654880288401900,24.895811940233500,-31.744041223798600,3.3,1.5,,,,82.4,2457,6.1,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.43,,,,,,,,58,3,Sweeper,1,0,1,0,0,1,1,0,Strategic,Standard,295,-0.006,-0.056,,,,0.056,,1,1,0.775,0.775,27,32,28,32,1,3,2,1,2,1,3.25,-1.44,-1.44,13.9,,,,,
SI,2025-09-25,93,1.29,6.11,"Schwarber, Kyle",656941,806188,,ball,,,,,12,Ball,R,L,L,PHI,MIA,B,,,1,1,2025,1.2,0.42,0.7527369267127360,3.9155717270345300,681082,,,2,5,Bot,,,,,,,-3.977669669738240,-135.46008166255100,-0.7943329636903370,15.684957211863600,28.791942266256800,-27.006520687758600,3.35,1.51,,,,92.6,2290,6,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.54,,,,,,,,40,3,Sinker,1,0,1,0,0,1,1,0,Strategic,Standard,137,0.003,0.018,,,,-0.018,,1,1,0.697,0.697,27,32,27,32,1,2,2,1,1,1,2.2,1.2,1.2,33.6,,,,,
ST,2025-09-25,78.3,1.7,5.88,"Schwarber, Kyle",656941,806188,,called_strike,,,,,4,Called Strike,R,L,L,PHI,MIA,S,,,1,0,2025,-1.86,-0.24,-0.45166773823087300,2.2813672965007400,681082,,,2,5,Bot,,,,,,,-1.199555101922730,-113.96037056049500,-0.39148729856718600,-15.78817239151800,23.79541802980630,-34.397532051158800,3.33,1.51,,,,77.2,3039,5.8,776188,689414,688363,669364,681393,672640,687859,805300,665052,54.69,,,,,,,,40,2,Sweeper,1,0,1,0,0,1,1,0,Strategic,Standard,301,-0.003,-0.042,,,,0.042,,1,1,0.7,0.7,27,32,27,32,1,2,2,1,1,1,4,-1.86,-1.86,27.3,,,,,
